#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
d_scarred_ones;Scarred Ones;;;;;;;;;;;;;
d_scarred_ones_adj;Scarred Ones;;;;;;;;;;;;;
d_orillan_company;Orillan Company;;;;;;;;;;;;;
d_orillan_company_adj;Orillan Company;;;;;;;;;;;;;
d_berenican_company;Berenican Company;;;;;;;;;;;;;
d_berenican_company_adj;Berenican Company;;;;;;;;;;;;;
d_melin_company;Melin Company;;;;;;;;;;;;;
d_melin_company_adj;Melin Company;;;;;;;;;;;;;
d_melin_band;Melin Band;;;;;;;;;;;;;
d_melin_band_adj;Melin Band;;;;;;;;;;;;;
d_waterlily;Brotherhood of Waterlily;;;;;;;;;;;;;
d_waterlily_adj;Brotherhood of Waterlily;;;;;;;;;;;;;
d_dragon_company;Dragon Company;;;;;;;;;;;;;
d_dragon_company_adj;Dragon Company;;;;;;;;;;;;;
d_grivpanvar;Grivpanvar;;;;;;;;;;;;;
d_grivpanvar_adj;Grivpanvar;;;;;;;;;;;;;
d_shartan_band;Shartan Band;;;;;;;;;;;;;
d_shartan_band_adj;Shartan Band;;;;;;;;;;;;;
d_hamult_band;Hamult Band;;;;;;;;;;;;;
d_hamult_band_adj;Hamult Band;;;;;;;;;;;;;
d_sautan_band;Sautan Band;;;;;;;;;;;;;
d_sautan_band_adj;Sautan Band;;;;;;;;;;;;;
d_peacekeepers;Peacekeepers;;;;;;;;;;;;;
d_peacekeepers_adj;Peacekeepers;;;;;;;;;;;;;
d_auletian_company;Auletian Company;;;;;;;;;;;;;
d_auletian_company_adj;Auletian Company;;;;;;;;;;;;;
d_auletian_band;Auletian Band;;;;;;;;;;;;;
d_auletian_band_adj;Auletian Band;;;;;;;;;;;;;
d_nordic_company;Nordic Company;;;;;;;;;;;;;
d_nordic_company_adj;Nordic Company;;;;;;;;;;;;;
d_lightning_company;Lightning Company;;;;;;;;;;;;;
d_lightning_company_adj;Lightning Company;;;;;;;;;;;;;
