#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
e_auletia;Auletia;Auletia;Auletia;;Auletia;;;;;;;;;x
e_auletia_adj;Auletian;;auleter;;;;;;;;;;;x
e_nisenrikki;Nisenrikki;Nisenrikki;Nisenrikki;;Nisenrikki;;;;;;;;;x
e_nisenrikki_adj;Nisenrikkian;;nisenrikker;;;;;;;;;;;x
e_pargodeos;Pargodeos;Pargodeos;Pargodeos;;Pargodeos;;;;;;;;;x
e_pargodeos_adj;Pargodeosian;;pargodeoser;;;;;;;;;;;x
e_uman;Uman;Uman;Uman;;Uman;;;;;;;;;x
e_uman_adj;Umanian;;umaner;;;;;;;;;;;x
e_wuzurg_estashahr;Wuzurg Estashahr;Wuzurg Estashahr;Wuzurg Estashahr;;Wuzurg Estashahr;;;;;;;;;x
e_wuzurg_estashahr_adj;Wuzurg Estashahrian;;Wuzurg Estashahrer;;;;;;;;;;;x
